"","CHEMICAL_NAME","STUDY_TITLE","ACCESSION_NUMBER","ORGANIZATION_NAME","STUDY_CONCLUSION","DEPOSITOR_STUDY_NUMBER","DOSE","DOSE_UNIT","START_DATE","TRIAL_RESULT","MICROSOMAL_ACTIVATION_USED","MICROSOMAL_ACTIVATION_SPECIES","PROTOCOL_TYPE","GROUP_NAME","IS_CONTROL_GROUP","STRAIN","TREATMENT_GROUP_TYPE","SUBJECT_NAME","TIME_IN_STUDY","TIME_IN_STUDY_UNIT","BKGRD","COUNT","COUNT_UNIT","COUNT_SEM","COUNT_MEAN","newCount","logDose","RESULT"
"554380","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",300,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","4_2_300.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","4_2_300.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,182,"count",NA,NA,182,0.0916776062658258,"0"
"554382","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",300,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","4_2_300.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",5.7,193,193,0.0911870234558425,"0"
"554383","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",4000,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","4_8_4000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","4_8_4000.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,0,"count",NA,NA,0,0,"0"
"554384","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",4000,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","4_8_4000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","4_8_4000.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,0,"count",NA,NA,0,0,"0"
"554385","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",4000,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","4_8_4000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","4_8_4000.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,0,"count",NA,NA,0,0,"0"
"554388","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","10_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","10_4_500.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,94,"count",NA,NA,94,0.0929549198473204,"0"
"554389","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","10_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","10_4_500.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,66,"count",NA,NA,66,0.0961144499456803,"0"
"554650","2-Nitrofluorene","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",3,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","5_12_3.0_ug/Plate_2-Nitrofluorene",TRUE,"TA98","Positive Control","5_12_3.0_ug/Plate_2-Nitrofluorene_C",2,"day",NA,583,"count",NA,NA,583,0.133926189305828,"0"
"554653","2-Nitrofluorene","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",3,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","11_12_3.0_ug/Plate_2-Nitrofluorene",TRUE,"TA98","Positive Control","11_12_3.0_ug/Plate_2-Nitrofluorene_B",2,"day",NA,906,"count",NA,NA,906,0.126459795050763,"0"
"554655","2-Nitrofluorene","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",3,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","11_12_3.0_ug/Plate_2-Nitrofluorene",TRUE,"TA98","Positive Control","",2,"day",NA,NA,"",58.8,789,789,0.128710422063285,"0"
"554657","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","1_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","1_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,0,"count",NA,NA,0,0,"0"
"554660","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","5_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","5_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,10,"count",NA,NA,10,0.108573620475813,"0"
"554661","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","5_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","5_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,1,"count",NA,NA,1,0.144764827301084,"0"
"554662","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","5_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","5_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,1,"count",NA,NA,1,0.144764827301084,"0"
"554663","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","5_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",3,4,4,0.120568364477223,"0"
"554664","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","6_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","6_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,48,"count",NA,NA,48,0.0927733607137767,"0"
"554665","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","6_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","6_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,72,"count",NA,NA,72,0.0894100789316631,"0"
"554666","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","6_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","6_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,65,"count",NA,NA,65,0.090235258713692,"0"
"554668","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","10_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",9.9,86,86,0.0937298885417635,"0"
"554670","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","11_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","11_4_500.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,21,"count",NA,NA,21,0.108001501447271,"0"
"554671","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","11_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","11_4_500.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,18,"count",NA,NA,18,0.109830006851257,"0"
"554672","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","11_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",0.9,19,19,0.109181663936078,"0"
"554673","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","12_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","12_4_500.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,162,"count",NA,NA,162,0.0884783146394256,"0"
"554674","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","12_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","12_4_500.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,151,"count",NA,NA,151,0.0890322273304349,"0"
"554676","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","No Activation","N/A","Preincubation","12_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",6.6,151,151,0.0890322273304349,"0"
"554680","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","2_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",11.1,89,89,0.0934296140740622,"0"
"554681","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","3_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","3_4_500.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,13,"count",NA,NA,13,0.113900957425803,"0"
"554682","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","3_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","3_4_500.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,22,"count",NA,NA,22,0.107461589540203,"0"
"554683","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","3_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","3_4_500.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,25,"count",NA,NA,25,0.106005374910439,"0"
"554684","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","3_4_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","",2,"day",NA,NA,"",3.6,20,20,0.108573620475813,"0"
"554945","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","10% RLI","Rat","Preincubation","7_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","7_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,0,"count",NA,NA,0,0,"0"
"554947","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","10% RLI","Rat","Preincubation","7_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","7_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,0,"count",NA,NA,0,0,"0"
"554949","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","10% RLI","Rat","Preincubation","8_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","8_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,17,"count",NA,NA,17,0.102659195270879,"0"
"554950","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","10% RLI","Rat","Preincubation","8_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","8_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,25,"count",NA,NA,25,0.0987495238786551,"0"
"554951","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","10% RLI","Rat","Preincubation","8_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","8_7_1000.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,15,"count",NA,NA,15,0.103995448126643,"0"
"554953","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","10% RLI","Rat","Preincubation","9_6_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","9_6_1000.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,85,"count",NA,NA,85,0.0881025712052503,"0"
"554954","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","10% RLI","Rat","Preincubation","9_6_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","9_6_1000.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,122,"count",NA,NA,122,0.0853841443312985,"0"
"554955","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","10% RLI","Rat","Preincubation","9_6_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","9_6_1000.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,111,"count",NA,NA,111,0.0860786284107613,"0"
"554956","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",1000,"ug/Plate",2015-02-05,"Negative","10% RLI","Rat","Preincubation","9_6_1000.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",11,106,106,0.0864215022025072,"0"
"554957","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",200,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","1_2_200.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","1_2_200.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,53,"count",NA,NA,53,0.10789105137348,"0"
"554958","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",200,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","1_2_200.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","1_2_200.0_ug/Plate_4-Methylcyclohexanemethanol_B",2,"day",NA,56,"count",NA,NA,56,0.107253914082123,"0"
"554959","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",200,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","1_2_200.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","1_2_200.0_ug/Plate_4-Methylcyclohexanemethanol_C",2,"day",NA,53,"count",NA,NA,53,0.10789105137348,"0"
"554960","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",200,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","1_2_200.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA100","Test Chemical","",2,"day",NA,NA,"",1,54,54,0.107673903916604,"0"
"554961","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",200,"ug/Plate",2015-02-05,"Negative","No Activation","N/A","Preincubation","5_2_200.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"TA98","Test Chemical","5_2_200.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,14,"count",NA,NA,14,0.125986240826374,"0"
"554962","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","4_3_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","4_3_500.0_ug/Plate_4-Methylcyclohexanemethanol_A",2,"day",NA,175,"count",NA,NA,175,0.087878141282602,"0"
"554965","4-Methylcyclohexanemethanol","Genetic Toxicity Evaluation of 4-Methylcyclohexanemethanol in Salmonella/E.coli Mutagenicity Test or Ames Test. Study G14001B","002-03272-0004-0000-0","NTP","Negative","G14001B",500,"ug/Plate",2015-02-24,"Negative","10% RLI","Rat","Preincubation","4_3_500.0_ug/Plate_4-Methylcyclohexanemethanol",NA,"eColi pKM101","Test Chemical","",2,"day",NA,NA,"",5.8,186,186,0.0874098766967998,"0"
